completion_year,monthly_rent_rm,location,property_type,rooms,parking,bathroom,size_sqft,furnished,region,fac_count,add_fac_count,price_level
2017,1800,Selayang,Service Residence,3,2,2,1017,Fully Furnished,Selangor,5,2,Expensive
2006,1200,Jaya,Apartment,3,1,2,800,Partially Furnished,Selangor,5,1,cheap
2017,850,Semenyih,Service Residence,3,2,2,1050,Partially Furnished,Selangor,11,1,cheap
,1000,Alam,Apartment,3,2,2,920,Partially Furnished,Selangor,14,5,cheap
,950,Puchong,Apartment,3,1,2,850,Partially Furnished,Selangor,4,4,cheap
,1400,Ampang,Condominium,3,1,2,908,Partially Furnished,Selangor,7,1,cheap
2019,1400,Kajang,Condominium,3,2,2,1023,Partially Furnished,Selangor,6,,cheap
2015,1000,Cyberjaya,Service Residence,1,1,1,450,Fully Furnished,Selangor,9,3,Expensive
2020,3000,Alam,Condominium,2,2,2,985,Fully Furnished,Selangor,12,3,Expensive
,800,Ampang,Apartment,2,1,1,840,Not Furnished,Selangor,3,2,cheap
,750,Rawang,Apartment,3,,2,750,Partially Furnished,Selangor,,,cheap
2013,1700,Alam,Condominium,2,1,1,527,Fully Furnished,Selangor,9,,Expensive
,1350,Cheras,Apartment,3,2,2,1066,Partially Furnished,Selangor,,,cheap
2017,1799,389,Service Residence,3,2,2,1150,Fully Furnished,Selangor,14,5,cheap
,500,Damai,Apartment,3,1,2,650,Not Furnished,Selangor,7,2,cheap
,1100,Cyberjaya,Condominium,1,1,1,463,Fully Furnished,Selangor,12,2,Expensive
2013,1500,Cyberjaya,Condominium,3,2,2,1000,Fully Furnished,Selangor,8,5,cheap
2013,1500,Cyberjaya,Condominium,3,2,2,1000,Fully Furnished,Selangor,8,4,cheap
2020,3200,Ampang,Service Residence,3,2,2,1050,Fully Furnished,Selangor,12,4,Expensive
,1200,Cyberjaya,Service Residence,3,1,2,913,Partially Furnished,Selangor,8,3,cheap
,2500,Damansara,Service Residence,3,2,2,1260,Fully Furnished,Selangor,5,4,Expensive
2014,1700,Alam,Condominium,2,1,2,900,Fully Furnished,Selangor,9,3,Expensive
,1199,Puchong,Apartment,3,1,2,860,Fully Furnished,Selangor,14,5,cheap
2014,1199,Puchong,Condominium,2,1,2,820,Partially Furnished,Selangor,7,,cheap
2018,2000,Klang,Condominium,3,2,2,1067,Partially Furnished,Selangor,9,,Expensive
,1300,Kajang,Condominium,3,2,3,1022,Partially Furnished,Selangor,14,5,cheap
2018,1700,Klang,Service Residence,3,2,2,1031,Partially Furnished,Selangor,9,2,cheap
2021,1500,Klang,Service Residence,2,1,1,631,Fully Furnished,Selangor,11,,Expensive
2018,1850,Selayang,Service Residence,3,2,2,1275,Partially Furnished,Selangor,8,2,Expensive
2018,1800,639,Service Residence,2,1,2,790,Fully Furnished,Selangor,4,3,Expensive
2016,1800,Alam,Service Residence,3,2,3,1024,Partially Furnished,Selangor,6,,Expensive
2015,2700,Cheras,Condominium,3,2,3,1685,Fully Furnished,Selangor,11,3,Expensive
2018,1250,Klang,Service Residence,3,1,2,760,Partially Furnished,Selangor,9,2,cheap
,1450,Sepang,Apartment,3,1,2,980,Partially Furnished,Selangor,9,4,cheap
2013,1100,Puchong,Condominium,3,2,2,980,Partially Furnished,Selangor,12,3,cheap
2019,3400,Jaya,Service Residence,3,2,2,1095,Fully Furnished,Selangor,10,4,Expensive
2014,1500,Cheras,Service Residence,1,1,1,500,Fully Furnished,Selangor,9,4,Expensive
,2350,Alam,Service Residence,2,,1,608,Fully Furnished,Selangor,8,3,Expensive
2020,2500,Ampang,Service Residence,2,2,2,780,Fully Furnished,Selangor,11,3,Expensive
,1800,Klang,Condominium,3,,2,843,Fully Furnished,Selangor,1,,Expensive
2010,1300,Perdana,Condominium,1,1,1,505,Fully Furnished,Selangor,8,4,Expensive
,750,Alam,Apartment,3,,2,650,Not Furnished,Selangor,2,,cheap
,1200,Puchong,Apartment,3,2,2,900,Fully Furnished,Selangor,,3,cheap
,700,Sepang,Condominium,1,1,1,450,Not Furnished,Selangor,10,,Expensive
,500,Alam,Apartment,3,,2,650,Not Furnished,Selangor,2,,cheap
2021,1500,Kembangan,Service Residence,2,2,2,850,Fully Furnished,Selangor,14,4,Expensive
,1680,Sunway,Service Residence,1,,1,130,Fully Furnished,Selangor,8,5,Expensive
2011,1300,Caves,Condominium,3,1,2,1144,Fully Furnished,Selangor,3,,cheap
,1100,Alam,Apartment,3,,2,850,Not Furnished,Selangor,3,1,cheap
2019,700,Sepang,Condominium,1,1,1,450,Not Furnished,Selangor,12,1,Expensive
2021,2000,Kembangan,Service Residence,3,2,2,893,Partially Furnished,Selangor,8,3,Expensive
2017,1250,Alam,Service Residence,1,1,1,570,Partially Furnished,Selangor,6,3,Expensive
2021,1700,Cyberjaya,Condominium,2,2,2,800,Not Furnished,Selangor,1,3,Expensive
,1200,Cheras,Apartment,3,2,2,1021,Partially Furnished,Selangor,,,cheap
,850,Balakong,Apartment,3,2,2,752,Partially Furnished,Selangor,5,4,cheap
,1750,Alam,Condominium,3,1,2,1300,Fully Furnished,Selangor,,3,cheap
,1300,Cyberjaya,Service Residence,3,1,2,1000,Fully Furnished,Selangor,8,4,cheap
2022,1250,Sepang,Service Residence,2,2,1,559,Partially Furnished,Selangor,8,1,Expensive
,1900,Puchong,Condominium,3,2,2,1055,Fully Furnished,Selangor,14,2,Expensive
2013,1200,Cyberjaya,Condominium,1,1,1,500,Fully Furnished,Selangor,11,4,Expensive
,800,Kajang,Apartment,3,1,2,800,Partially Furnished,Selangor,3,,cheap
,1850,Alam,Condominium,3,2,2,1000,Fully Furnished,Selangor,3,,Expensive
2022,1300,Kajang,Condominium,2,1,1,600,Fully Furnished,Selangor,10,4,Expensive
,1400,Puchong,Apartment,3,1,2,1105,Partially Furnished,Selangor,4,2,cheap
2020,799,Kajang,Condominium,3,2,2,915,Not Furnished,Selangor,12,1,cheap
,1000,Jaya,Apartment,3,1,2,926,Not Furnished,Selangor,6,1,cheap
,1200,Puchong,Condominium,3,1,2,915,Fully Furnished,Selangor,6,1,cheap
,1200,Langat,Service Residence,3,2,2,1021,Partially Furnished,Selangor,11,2,cheap
,900,Alam,Apartment,1,1,2,430,Not Furnished,Selangor,7,2,Expensive
,700,Kembangan,Apartment,3,,1,700,Not Furnished,Selangor,1,,cheap
2018,1100,Buloh,Service Residence,1,1,1,504,Fully Furnished,Selangor,8,3,Expensive
2014,770,Semenyih,Apartment,3,2,2,800,Not Furnished,Selangor,7,,cheap
,850,Puchong,Condominium,3,1,2,850,Partially Furnished,Selangor,1,2,cheap
2019,2000,Kajang,Condominium,3,2,2,1163,Fully Furnished,Selangor,7,,Expensive
2022,900,Kajang,Condominium,2,1,1,590,Not Furnished,Selangor,10,2,cheap
,900,Kajang,Apartment,3,,2,1000,Partially Furnished,Selangor,4,2,cheap
,1200,Cyberjaya,Condominium,3,1,2,1000,Partially Furnished,Selangor,8,2,cheap
2019,1100,Kajang,Service Residence,1,1,1,466,Fully Furnished,Selangor,9,3,Expensive
2019,1200,Cheras,Service Residence,1,1,1,380,Fully Furnished,Selangor,14,5,Expensive
2006,1300,Jaya,Apartment,3,1,2,770,Fully Furnished,Selangor,5,3,cheap
,900,Cheras,Condominium,3,1,2,900,Partially Furnished,Selangor,8,2,cheap
2009,1100,Puchong,Condominium,3,1,2,907,Not Furnished,Selangor,8,,cheap
2022,1100,Kemuning,Service Residence,1,2,1,560,Partially Furnished,Selangor,6,1,Expensive
,1100,Bangi,Apartment,3,1,2,780,Fully Furnished,Selangor,6,2,cheap
2006,1200,Perdana,Condominium,1,1,1,465,Fully Furnished,Selangor,9,3,Expensive
,800,Jaya,Condominium,3,1,2,850,Not Furnished,Selangor,6,,cheap
2019,2000,Damai,Service Residence,3,2,2,749,Fully Furnished,Selangor,14,5,Expensive
,1800,Klang,Condominium,3,1,2,1038,Partially Furnished,Selangor,3,1,Expensive
2014,1200,Puchong,Condominium,3,1,2,1006,Partially Furnished,Selangor,12,1,cheap
,1200,Ampang,Apartment,3,1,2,758,Not Furnished,Selangor,6,,cheap
2013,1099,Puchong,Condominium,3,2,2,1076,Partially Furnished,Selangor,14,4,cheap
,1150,Kajang,Apartment,3,2,2,1305,Partially Furnished,Selangor,5,3,cheap
,800,Semenyih,Apartment,3,2,2,850,Partially Furnished,Selangor,,,cheap
,700,Kajang,Apartment,3,,2,800,Partially Furnished,Selangor,,2,cheap
,1100,Puchong,Condominium,3,2,2,1076,Partially Furnished,Selangor,13,4,cheap
2020,1600,Cyberjaya,Service Residence,2,2,1,650,Fully Furnished,Selangor,10,3,Expensive
,1200,Kembangan,Condominium,3,2,2,845,Partially Furnished,Selangor,8,1,cheap
,1600,Ampang,Condominium,3,,2,1250,Partially Furnished,Selangor,8,,cheap
,950,Cheras,Apartment,3,,2,685,Partially Furnished,Selangor,2,1,cheap
2018,1200,Putra,Service Residence,3,2,2,1000,Partially Furnished,Selangor,10,2,cheap
2018,1500,Cyberjaya,Service Residence,2,2,2,650,Fully Furnished,Selangor,7,3,Expensive
,1100,Klang,Apartment,3,,2,850,Not Furnished,Selangor,4,,cheap
,1000,Kembangan,Apartment,3,1,2,940,Partially Furnished,Selangor,7,1,cheap
,1900,Kembangan,Condominium,2,2,2,1095,Fully Furnished,Selangor,14,,Expensive
,1600,Caves,Apartment,3,1,1,800,Fully Furnished,Selangor,7,2,cheap
,1600,Alam,Apartment,2,1,2,600,Fully Furnished,Selangor,9,3,Expensive
,1800,Alam,Condominium,3,1,2,1000,Fully Furnished,Selangor,8,4,Expensive
,1850,Puchong,Service Residence,3,2,2,990,Partially Furnished,Selangor,13,4,Expensive
,1000,Caves,Apartment,3,1,2,776,Partially Furnished,Selangor,4,,cheap
2002,1200,Cyberjaya,Condominium,3,1,2,1000,Fully Furnished,Selangor,,4,cheap
2013,2000,Cyberjaya,Condominium,2,2,2,980,Fully Furnished,Selangor,14,4,Expensive
2013,1200,Puchong,Condominium,2,2,3,1076,Partially Furnished,Selangor,7,2,Expensive
,1350,Puchong,Condominium,3,1,2,850,Fully Furnished,Selangor,11,4,cheap
,1200,Heights,Apartment,2,,2,800,Fully Furnished,Selangor,5,3,Expensive
2020,1100,Kajang,Condominium,3,2,2,850,Not Furnished,Selangor,7,,cheap
,1600,Alam,Condominium,2,2,1,900,Fully Furnished,Selangor,11,5,Expensive
2005,950,Kembangan,Condominium,3,1,2,1000,Partially Furnished,Selangor,7,4,cheap
2021,2799,360,Condominium,3,2,2,850,Fully Furnished,Selangor,8,4,Expensive
,1050,Alam,Apartment,3,1,2,900,Partially Furnished,Selangor,6,4,cheap
,1250,Jaya,Apartment,3,2,2,800,Partially Furnished,Selangor,11,3,cheap
,950,Puchong,Apartment,3,1,2,900,Partially Furnished,Selangor,5,2,cheap
,850,Puchong,Apartment,3,1,2,850,Not Furnished,Selangor,8,2,cheap
2017,1900,389,Service Residence,3,2,2,1150,Fully Furnished,Selangor,14,4,Expensive
,500,Kembangan,Apartment,3,,2,683,Not Furnished,Selangor,3,,cheap
,900,Sepang,Apartment,1,1,1,450,Partially Furnished,Selangor,3,,Expensive
2020,2500,Damansara,Service Residence,3,2,2,929,Fully Furnished,Selangor,,,Expensive
2002,1500,Alam,Condominium,3,1,2,1000,Partially Furnished,Selangor,7,3,cheap
2014,1300,Puchong,Service Residence,2,1,2,818,Partially Furnished,Selangor,11,3,Expensive
,1700,Jaya,Condominium,2,,2,1024,Partially Furnished,Selangor,13,4,Expensive
,1300,Klang,Condominium,3,2,2,1150,Partially Furnished,Selangor,6,2,cheap
2021,1250,Puchong,Service Residence,1,1,1,554,Partially Furnished,Selangor,9,2,Expensive
,800,Alam,Apartment,3,,2,650,Not Furnished,Selangor,2,,cheap
,1499,Jaya,Service Residence,1,,1,550,Fully Furnished,Selangor,8,3,Expensive
2013,1700,Alam,Condominium,2,1,1,527,Fully Furnished,Selangor,9,3,Expensive
,1099,Cyberjaya,Apartment,3,2,2,1000,Partially Furnished,Selangor,4,2,cheap
,1050,Alam,Apartment,3,1,2,1071,Not Furnished,Selangor,7,1,cheap
2020,1400,Cyberjaya,Service Residence,1,1,1,450,Fully Furnished,Selangor,9,3,Expensive
,1300,Jaya,Service Residence,1,1,1,421,Fully Furnished,Selangor,5,3,Expensive
,1000,Alam,Apartment,3,,2,960,Not Furnished,Selangor,3,,cheap
2021,1300,Puchong,Service Residence,2,2,2,883,Partially Furnished,Selangor,12,1,Expensive
2021,1300,Puchong,Service Residence,2,2,2,883,Partially Furnished,Selangor,13,1,Expensive
2021,1650,Puchong,Service Residence,2,2,2,1000,Partially Furnished,Selangor,13,2,Expensive
2016,2000,Puchong,Condominium,3,2,2,980,Fully Furnished,Selangor,13,4,Expensive
,900,Kembangan,Apartment,3,,2,956,Partially Furnished,Selangor,7,1,cheap
2020,1200,Alam,Apartment,3,2,2,900,Partially Furnished,Selangor,5,2,cheap
,700,Sepang,Condominium,1,1,1,450,Not Furnished,Selangor,12,1,Expensive
,1200,Alam,Apartment,3,1,2,850,Partially Furnished,Selangor,7,3,cheap
,950,Cheras,Condominium,3,1,2,936,Partially Furnished,Selangor,8,,cheap
,1300,Klang,Condominium,3,,2,900,Partially Furnished,Selangor,3,,cheap
,1350,Klang,Condominium,3,,2,1400,Not Furnished,Selangor,8,1,cheap
,750,Jaya,Apartment,3,,2,657,Partially Furnished,Selangor,,2,cheap
,1600,Puchong,Condominium,3,,2,1025,Fully Furnished,Selangor,6,3,cheap
,950,Cyberjaya,Service Residence,1,,1,675,Not Furnished,Selangor,7,1,Expensive
2018,1300,Kajang,Condominium,3,2,2,1250,Partially Furnished,Selangor,8,3,cheap
,500,Jaya,Apartment,3,,2,650,Partially Furnished,Selangor,7,2,cheap
2017,1500,Kajang,Apartment,3,1,2,872,Partially Furnished,Selangor,8,3,cheap
,1400,Cyberjaya,Service Residence,3,,2,913,Fully Furnished,Selangor,8,3,cheap
2010,1100,Alam,Apartment,3,2,2,900,Not Furnished,Selangor,7,1,cheap
2020,1500,Cyberjaya,Service Residence,2,2,1,650,Fully Furnished,Selangor,9,3,Expensive
,1700,Ampang,Condominium,3,1,2,1060,Fully Furnished,Selangor,14,5,cheap
2013,1800,Cyberjaya,Condominium,3,2,2,1070,Fully Furnished,Selangor,7,2,Expensive
,600,Damai,Apartment,3,,2,700,Not Furnished,Selangor,2,2,cheap
,1000,Alam,Apartment,3,,2,1000,Partially Furnished,Selangor,,,cheap
,710,Alam,Apartment,3,,2,720,Partially Furnished,Selangor,3,,cheap
,1500,Cheras,Service Residence,1,1,1,551,Fully Furnished,Selangor,7,3,Expensive
2017,1299,Cyberjaya,Condominium,2,2,2,775,Partially Furnished,Selangor,5,3,Expensive
,900,Damai,Apartment,3,1,2,700,Not Furnished,Selangor,6,2,cheap
2007,1300,Klang,Condominium,3,1,2,1070,Not Furnished,Selangor,9,,cheap
,1700,Jaya,Service Residence,1,,1,500,Fully Furnished,Selangor,9,4,Expensive
2019,1800,Damai,Service Residence,3,2,2,749,Fully Furnished,Selangor,14,5,Expensive
,1200,Alam,Apartment,3,1,2,850,Partially Furnished,Selangor,6,3,cheap
,1400,Cyberjaya,Service Residence,3,1,2,950,Fully Furnished,Selangor,13,4,cheap
,700,Kembangan,Apartment,3,,2,650,Not Furnished,Selangor,1,2,cheap
,1600,Gombak,Condominium,3,1,2,1100,Partially Furnished,Selangor,11,1,cheap
2017,1600,Kajang,Service Residence,2,1,2,857,Fully Furnished,Selangor,7,3,Expensive
2020,1600,Cyberjaya,Service Residence,2,2,1,650,Fully Furnished,Selangor,9,3,Expensive
,1700,Bangi,Service Residence,3,,2,1065,Fully Furnished,Selangor,6,3,cheap
,1600,Jaya,Apartment,3,1,2,1000,Fully Furnished,Selangor,5,3,cheap
,1200,Kajang,Condominium,3,2,2,1070,Partially Furnished,Selangor,5,1,cheap
2006,1150,Puchong,Condominium,3,1,2,914,Partially Furnished,Selangor,14,1,cheap
2021,1400,Kajang,Condominium,3,2,2,898,Partially Furnished,Selangor,8,1,cheap
,1400,Semenyih,Service Residence,3,2,2,1023,Fully Furnished,Selangor,8,3,cheap
,650,Puchong,Apartment,3,,2,800,Partially Furnished,Selangor,3,2,cheap
,1250,Cheras,Service Residence,1,1,1,600,Fully Furnished,Selangor,11,4,Expensive
2013,1300,Cyberjaya,Condominium,3,2,2,1050,Partially Furnished,Selangor,7,2,cheap
,1500,Cheras,Service Residence,1,1,1,551,Fully Furnished,Selangor,,,Expensive
,1100,Puchong,Condominium,3,2,2,1055,Partially Furnished,Selangor,10,2,cheap
2019,1200,Kajang,Condominium,3,2,2,1100,Partially Furnished,Selangor,6,1,cheap
2018,1500,Klang,Service Residence,3,2,2,840,Not Furnished,Selangor,12,,cheap
,915,Bangi,Apartment,3,1,2,950,Not Furnished,Selangor,4,1,cheap
2015,1300,Jaya,Apartment,3,2,2,900,Not Furnished,Selangor,5,2,cheap
2003,1400,Damansara,Condominium,3,1,2,900,Partially Furnished,Selangor,14,3,cheap
,2300,Damansara,Service Residence,2,,2,1008,Fully Furnished,Selangor,9,3,Expensive
2014,950,Puchong,Apartment,3,1,2,818,Not Furnished,Selangor,7,,cheap
,850,Alam,Apartment,3,,2,660,Not Furnished,Selangor,4,2,cheap
,2500,Damansara,Service Residence,2,,2,1043,Fully Furnished,Selangor,9,3,Expensive
,650,Puchong,Apartment,3,1,2,714,Partially Furnished,Selangor,3,1,cheap
2020,1400,Cyberjaya,Service Residence,2,2,1,600,Fully Furnished,Selangor,9,3,Expensive
2016,1100,Cyberjaya,Condominium,1,1,1,450,Fully Furnished,Selangor,14,5,Expensive
,1100,Kajang,Apartment,3,,2,950,Partially Furnished,Selangor,5,,cheap
,1750,Alam,Apartment,3,1,2,850,Fully Furnished,Selangor,6,2,cheap
,950,Kembangan,Service Residence,1,1,1,454,Fully Furnished,Selangor,8,5,Expensive
2007,1300,Cyberjaya,Condominium,3,1,2,1050,Partially Furnished,Selangor,8,1,cheap
2019,900,Kajang,Condominium,3,1,2,1050,Not Furnished,Selangor,9,1,cheap
,1200,Kajang,Apartment,3,2,2,1000,Not Furnished,Selangor,7,1,cheap
,2300,City,Condominium,2,,2,725,Fully Furnished,Selangor,,,Expensive
,1100,Puchong,Condominium,3,2,2,1055,Partially Furnished,Selangor,,,cheap
,2200,Cyberjaya,Condominium,3,,2,968,Fully Furnished,Selangor,9,2,Expensive
2020,1300,Cyberjaya,Condominium,1,1,1,450,Fully Furnished,Selangor,5,,Expensive
,1100,Puchong,Apartment,3,2,2,1000,Partially Furnished,Selangor,8,2,cheap
2018,2000,Alam,Condominium,3,3,2,1000,Fully Furnished,Selangor,11,5,Expensive
2013,700,Dengkil,Apartment,3,2,2,814,Partially Furnished,Selangor,6,,cheap
,1300,Kajang,Apartment,3,2,2,1000,Not Furnished,Selangor,6,,cheap
,2100,Jaya,Service Residence,2,1,2,550,Fully Furnished,Selangor,7,,Expensive
,1000,Kajang,Apartment,3,,2,950,Fully Furnished,Selangor,3,,cheap
,2000,Alam,Service Residence,2,2,2,800,Fully Furnished,Selangor,7,,Expensive
2014,1800,Alam,Condominium,2,1,2,759,Partially Furnished,Selangor,6,,Expensive
,1200,Kajang,Condominium,3,2,2,1200,Fully Furnished,Selangor,10,2,cheap
2004,1650,Alam,Condominium,3,2,2,1253,Fully Furnished,Selangor,8,2,cheap
,1200,Long,Condominium,3,2,2,905,Partially Furnished,Selangor,,1,cheap
,1200,Kajang,Apartment,3,2,2,1000,Not Furnished,Selangor,14,5,cheap
,2400,Alam,Service Residence,2,,1,516,Fully Furnished,Selangor,8,,Expensive
2015,1800,Alam,Condominium,1,1,1,651,Fully Furnished,Selangor,11,,Expensive
2010,1350,Selayang,Condominium,3,1,2,1200,Partially Furnished,Selangor,8,,cheap
2004,1250,Jaya,Apartment,3,1,2,850,Partially Furnished,Selangor,9,,cheap
2020,1700,Damansara,Service Residence,2,2,1,646,Partially Furnished,Selangor,10,3,Expensive
,2300,City,Condominium,2,,2,725,Fully Furnished,Selangor,,,Expensive
,1250,Kajang,Apartment,3,2,2,1106,Not Furnished,Selangor,12,3,cheap
,1800,Gombak,Condominium,3,1,2,1338,Partially Furnished,Selangor,11,1,Expensive
,1450,Puchong,Condominium,3,1,2,850,Fully Furnished,Selangor,11,4,cheap
,1050,Kembangan,Condominium,3,1,2,969,Partially Furnished,Selangor,7,,cheap
2020,1500,Langat,Condominium,3,2,2,870,Partially Furnished,Selangor,9,,cheap
2018,1600,Alam,Condominium,3,2,2,915,Partially Furnished,Selangor,9,,cheap
2015,1400,Alam,Condominium,1,1,1,486,Fully Furnished,Selangor,,,Expensive
,2150,Klang,Condominium,3,3,2,1295,Fully Furnished,Selangor,1,,Expensive
2015,900,Cyberjaya,Service Residence,3,1,2,450,Fully Furnished,Selangor,,,cheap
2022,1450,Cheras,Condominium,3,2,2,800,Partially Furnished,Selangor,11,5,cheap
2013,800,Dengkil,Apartment,3,1,2,1055,Not Furnished,Selangor,7,1,cheap
,600,Puchong,Apartment,3,1,1,606,Not Furnished,Selangor,,,cheap
2017,900,Cyberjaya,Condominium,1,1,1,450,Partially Furnished,Selangor,,,Expensive
,1200,Cyberjaya,Apartment,3,2,2,850,Not Furnished,Selangor,3,,cheap
,680,Damai,Apartment,3,,2,650,Not Furnished,Selangor,5,,cheap
,1500,Klang,Condominium,2,2,2,840,Partially Furnished,Selangor,1,,Expensive
,800,Jaya,Apartment,3,,2,750,Not Furnished,Selangor,,,cheap
,700,Ampang,Apartment,3,,2,700,Not Furnished,Selangor,1,,cheap
2016,1000,Bangi,Service Residence,1,1,1,450,Fully Furnished,Selangor,10,5,Expensive
2015,1100,Cyberjaya,Service Residence,2,1,2,750,Fully Furnished,Selangor,9,5,cheap
2017,1000,Cheras,Condominium,3,2,2,1266,Partially Furnished,Selangor,14,5,cheap
,850,Puchong,Apartment,3,1,2,712,Not Furnished,Selangor,8,1,cheap
2023,1300,Dengkil,Service Residence,3,2,2,901,Not Furnished,Selangor,6,,cheap
,750,Alam,Apartment,3,1,2,760,Partially Furnished,Selangor,3,2,cheap
2018,1600,Jenjarom,Service Residence,3,2,2,1048,Fully Furnished,Selangor,12,2,cheap
,850,Selayang,Apartment,3,,2,646,Not Furnished,Selangor,2,2,cheap
,1600,Jelutong,Service Residence,1,1,1,650,Fully Furnished,Selangor,,,Expensive
,1200,Kajang,Condominium,3,2,2,1270,Partially Furnished,Selangor,5,,cheap
,700,Kajang,Condominium,3,2,2,1023,Partially Furnished,Selangor,14,5,cheap
2017,1350,Caves,Service Residence,2,1,2,845,Partially Furnished,Selangor,8,1,Expensive
,800,Kajang,Condominium,3,2,2,1022,Partially Furnished,Selangor,14,5,cheap
2014,2600,Puchong,Condominium,3,2,2,1138,Fully Furnished,Selangor,,,Expensive
,750,Cheras,Apartment,3,,2,700,Not Furnished,Selangor,5,,cheap
2005,2500,Jaya,Condominium,3,1,2,1260,Fully Furnished,Selangor,9,,Expensive
,950,Alam,Apartment,3,1,2,750,Not Furnished,Selangor,4,1,cheap
,1300,Cyberjaya,Apartment,3,2,2,850,Partially Furnished,Selangor,6,,cheap
,700,Puchong,Apartment,3,,1,650,Not Furnished,Selangor,2,1,cheap
2014,950,Alam,Apartment,3,1,2,736,Not Furnished,Selangor,7,1,cheap
,2200,Alam,Service Residence,2,,1,484,Fully Furnished,Selangor,9,1,Expensive
2022,1450,Sepang,Service Residence,3,2,2,807,Partially Furnished,Selangor,7,,cheap
,700,Kajang,Apartment,3,,2,650,Not Furnished,Selangor,,,cheap
2014,1400,Alam,Condominium,1,1,1,660,Fully Furnished,Selangor,8,3,Expensive
,3100,Jaya,Service Residence,2,2,2,915,Fully Furnished,Selangor,6,4,Expensive
,1100,Alam,Apartment,3,2,2,813,Not Furnished,Selangor,6,1,cheap
,700,Semenyih,Service Residence,3,2,2,1000,Not Furnished,Selangor,,,cheap
,580,Kajang,Apartment,3,,2,650,Not Furnished,Selangor,,,cheap
,1200,Kajang,Condominium,3,2,2,1270,Fully Furnished,Selangor,11,5,cheap
2015,2000,Cyberjaya,Condominium,1,3,2,850,Fully Furnished,Selangor,9,5,Expensive
,2800,Jaya,Apartment,3,1,2,1300,Fully Furnished,Selangor,8,,Expensive
2003,1300,Klang,Condominium,2,2,1,742,Fully Furnished,Selangor,4,3,Expensive
2021,1700,Jaya,Service Residence,2,2,1,718,Partially Furnished,Selangor,11,2,Expensive
,2000,Jaya,Condominium,3,1,2,1200,Fully Furnished,Selangor,11,,Expensive
,800,Kajang,Condominium,3,2,3,1022,Partially Furnished,Selangor,9,5,cheap
,600,Damai,Apartment,3,,1,650,Not Furnished,Selangor,,,cheap
,680,Kajang,Apartment,3,,2,676,Not Furnished,Selangor,4,3,cheap
,1199,Cyberjaya,Apartment,3,2,2,1000,Partially Furnished,Selangor,7,1,cheap
,1100,Kajang,Apartment,3,1,2,990,Fully Furnished,Selangor,5,3,cheap
,900,Kajang,Condominium,3,1,2,800,Partially Furnished,Selangor,6,,cheap
,700,Buloh,Apartment,3,1,2,650,Not Furnished,Selangor,1,2,cheap
,700,Alam,Apartment,3,1,2,700,Partially Furnished,Selangor,3,1,cheap
2020,1200,Cyberjaya,Service Residence,1,1,1,450,Fully Furnished,Selangor,5,,Expensive
,800,Klang,Apartment,3,1,2,750,Not Furnished,Selangor,,,cheap
,1500,Klang,Condominium,3,1,2,1150,Partially Furnished,Selangor,3,2,cheap
2013,1700,Jaya,Condominium,3,1,2,986,Fully Furnished,Selangor,4,,cheap
2019,1100,Kajang,Condominium,3,1,2,1023,Partially Furnished,Selangor,6,3,cheap
2022,850,Dengkil,Service Residence,1,1,1,240,Fully Furnished,Selangor,9,3,Expensive
2022,850,Dengkil,Service Residence,1,1,1,260,Fully Furnished,Selangor,9,2,Expensive
,1299,Klang,Condominium,3,,2,1064,Partially Furnished,Selangor,8,2,cheap
,1350,Kembangan,Condominium,3,2,2,854,Partially Furnished,Selangor,6,1,cheap
,1000,Ampang,Apartment,3,,2,850,Not Furnished,Selangor,,,cheap
,1400,Bangi,Service Residence,3,2,2,960,Fully Furnished,Selangor,12,2,cheap
,650,Kajang,Apartment,3,1,2,750,Not Furnished,Selangor,4,1,cheap
2022,1500,Dengkil,Service Residence,1,1,1,478,Fully Furnished,Selangor,7,4,Expensive
2022,998,Kajang,Condominium,2,1,1,600,Partially Furnished,Selangor,9,2,cheap
,948,Puchong,Condominium,3,1,2,900,Partially Furnished,Selangor,4,2,cheap
2015,1600,Alam,Apartment,3,2,2,1000,Partially Furnished,Selangor,10,1,cheap
,800,Kembangan,Apartment,3,1,2,650,Not Furnished,Selangor,2,1,cheap
2010,800,Cheras,Apartment,3,1,2,850,Not Furnished,Selangor,7,4,cheap
,1300,Kembangan,Condominium,1,,1,531,Fully Furnished,Selangor,9,3,Expensive
,1299,Cyberjaya,Apartment,3,2,2,1000,Partially Furnished,Selangor,5,1,cheap
,2400,Jaya,Service Residence,3,2,2,877,Fully Furnished,Selangor,7,2,Expensive
2016,1800,Kajang,Condominium,3,1,2,1022,Fully Furnished,Selangor,10,,Expensive
2021,2400,Cheras,Condominium,3,2,2,810,Fully Furnished,Selangor,7,4,Expensive
2015,1000,Puchong,Condominium,1,1,1,800,Fully Furnished,Selangor,10,5,Expensive
,1500,Bangi,Service Residence,2,,1,655,Not Furnished,Selangor,,,Expensive
2014,1200,Alam,Apartment,3,2,2,750,Not Furnished,Selangor,7,1,cheap
2015,1200,Kajang,Condominium,3,2,2,1288,Partially Furnished,Selangor,9,2,cheap
2020,2300,Alam,Service Residence,3,2,2,985,Partially Furnished,Selangor,12,,Expensive
,1400,Cheras,Service Residence,1,1,1,551,Partially Furnished,Selangor,8,,Expensive
,999,Kajang,Condominium,3,2,3,1022,Partially Furnished,Selangor,8,3,cheap
