completion_year,monthly_rent_rm,location,property_type,rooms,parking,bathroom,size_sqft,furnished,region,fac_count,add_fac_count,nearby_ktm_lrt
,1000,Kajang,Apartment,3,,2,950,Fully Furnished,Selangor,3,,
2020,1500,Sepang,Condominium,3,2,2,818,Fully Furnished,Selangor,6,3,no
2020,1500,Sepang,Condominium,3,2,2,818,Fully Furnished,Selangor,6,3,no
2021,1200,Alam,Service Residence,1,1,1,300,Fully Furnished,Selangor,9,5,yes
,1250,Alam,Apartment,3,2,2,838,Not Furnished,Selangor,4,1,no
2018,3500,Jaya,Condominium,2,1,2,1001,Fully Furnished,Selangor,5,2,no
2021,2200,Alam,Service Residence,2,1,2,650,Fully Furnished,Selangor,9,,
,650,Cheras,Apartment,3,1,2,700,Not Furnished,Selangor,2,1,no
,600,Kajang,Condominium,2,1,1,600,Not Furnished,Selangor,8,2,yes
,600,Kajang,Condominium,2,1,1,600,Not Furnished,Selangor,9,2,yes
,1500,Glenmarie,Condominium,2,1,1,670,Partially Furnished,Selangor,7,,
,1100,Perdana,Apartment,3,1,2,850,Not Furnished,Selangor,7,,
2015,1200,Perdana,Condominium,1,,1,760,Partially Furnished,Selangor,,,
2015,1100,Perdana,Condominium,1,,1,483,Fully Furnished,Selangor,,2,yes
,1000,Alam,Apartment,3,1,2,786,Not Furnished,Selangor,7,2,yes
2015,1100,Jaya,Studio,1,,1,483,Fully Furnished,Selangor,,,
,1000,Alam,Apartment,3,,2,800,Not Furnished,Selangor,1,1,no
2015,1300,Perdana,Studio,1,,1,500,Fully Furnished,Selangor,,3,yes
2009,1100,Gombak,Apartment,3,1,2,817,Partially Furnished,Selangor,3,2,no
,1600,Jaya,Studio,1,1,1,420,Fully Furnished,Selangor,12,4,yes
2019,950,Semenyih,Apartment,3,2,2,960,Partially Furnished,Selangor,6,1,no
,1000,Kajang,Condominium,3,2,2,1023,Partially Furnished,Selangor,6,3,yes
2006,1200,Alam,Apartment,3,1,2,912,Partially Furnished,Selangor,7,,
2021,1700,Cyberjaya,Studio,1,1,1,550,Fully Furnished,Selangor,9,2,no
2018,2000,Alam,Condominium,3,2,2,1119,Partially Furnished,Selangor,,,
2019,2650,Glenmarie,Condominium,2,2,2,936,Fully Furnished,Selangor,3,,
2020,2250,Alam,Condominium,3,2,2,875,Fully Furnished,Selangor,14,,
2017,1450,Alam,Service Residence,3,2,2,896,Partially Furnished,Selangor,7,1,no
2017,1450,Alam,Service Residence,3,,2,896,Partially Furnished,Selangor,,,
,1400,Kajang,Apartment,3,2,2,920,Not Furnished,Selangor,7,3,yes
2023,2550,Jaya,Condominium,5,2,3,1902,Partially Furnished,Selangor,12,,
2006,1300,Perdana,Studio,1,1,1,634,Fully Furnished,Selangor,13,3,no
,1800,Alam,Condominium,4,2,2,1240,Partially Furnished,Selangor,6,2,yes
,1100,Cheras,Condominium,4,2,3,1425,Partially Furnished,Selangor,14,5,yes
,950,Kajang,Condominium,3,2,2,1255,Partially Furnished,Selangor,14,5,yes
2017,1200,Kajang,Condominium,3,,2,1582,Partially Furnished,Selangor,5,,
2016,900,Long,Condominium,4,2,3,1233,Partially Furnished,Selangor,14,5,yes
2015,750,Perdana,Condominium,3,1,2,850,Not Furnished,Selangor,,,
2013,1400,Alam,Service Residence,3,,2,925,Partially Furnished,Selangor,7,3,yes
2017,1400,Alam,Condominium,1,,1,500,Fully Furnished,Selangor,,,
,1000,Kajang,Service Residence,3,1,2,855,Partially Furnished,Selangor,5,,
2017,1000,Cheras,Condominium,3,2,2,1266,Partially Furnished,Selangor,14,5,yes
,600,Rawang,Apartment,3,,3,750,Partially Furnished,Selangor,3,,
,700,Kajang,Condominium,3,2,2,1023,Partially Furnished,Selangor,14,5,yes
2020,1200,Alam,Apartment,3,2,2,900,Partially Furnished,Selangor,7,2,no
,2500,Jaya,Service Residence,3,2,2,877,Fully Furnished,Selangor,12,5,yes
2018,1450,Alam,Condominium,1,2,1,614,Partially Furnished,Selangor,,,
2018,1850,Alam,Condominium,2,2,2,883,Partially Furnished,Selangor,,,
2007,3000,Jaya,Condominium,3,2,2,1421,Partially Furnished,Selangor,13,3,no
2007,1300,Cyberjaya,Condominium,3,2,2,1050,Partially Furnished,Selangor,7,,
,1200,Alam,Apartment,2,1,2,450,Partially Furnished,Selangor,,3,yes
,750,Puchong,Apartment,3,,2,650,Not Furnished,Selangor,,1,no
2002,1300,Cyberjaya,Condominium,3,1,2,1100,Partially Furnished,Selangor,14,2,yes
2013,1700,Cyberjaya,Condominium,3,1,2,1100,Fully Furnished,Selangor,14,4,yes
2016,1400,Cyberjaya,Condominium,1,1,1,580,Fully Furnished,Selangor,14,3,no
,1300,Kajang,Apartment,3,2,2,920,Not Furnished,Selangor,5,1,no
,680,Kembangan,Apartment,3,,1,650,Partially Furnished,Selangor,,,
,850,Sepang,Service Residence,1,,1,239,Fully Furnished,Selangor,,2,no
2018,1600,Cyberjaya,Apartment,1,,1,500,Fully Furnished,Selangor,,,
2008,1700,Jaya,Condominium,3,,2,1184,Partially Furnished,Selangor,14,3,no
2020,1600,Cyberjaya,Service Residence,2,,1,600,Fully Furnished,Selangor,10,3,no
,999,Kembangan,Service Residence,1,1,1,454,Partially Furnished,Selangor,11,2,no
,1800,Cheras,Service Residence,2,1,2,704,Fully Furnished,Selangor,8,3,no
,1200,Bangi,Service Residence,3,2,2,956,Not Furnished,Selangor,10,,
,1350,Bangi,Apartment,4,,2,1000,Fully Furnished,Selangor,5,,
,2000,City,Service Residence,2,,2,850,Fully Furnished,Selangor,14,5,yes
2016,2000,Cyberjaya,Condominium,2,2,2,980,Fully Furnished,Selangor,3,,
2014,2300,Alam,Service Residence,4,,2,1400,Fully Furnished,Selangor,13,4,yes
,1200,Klang,Apartment,3,,2,850,Not Furnished,Selangor,4,,
,3000,Sunway,Condominium,2,,2,753,Fully Furnished,Selangor,7,,
,1300,Klang,Apartment,3,,2,900,Not Furnished,Selangor,,,
,2500,Sunway,Condominium,3,2,2,1570,Partially Furnished,Selangor,9,,
2014,1000,Kajang,Apartment,3,2,2,850,Partially Furnished,Selangor,4,3,yes
,1150,Kembangan,Condominium,3,,2,752,Partially Furnished,Selangor,6,,
2014,1400,Caves,Service Residence,3,3,2,1245,Partially Furnished,Selangor,8,,
2016,1400,Balakong,Condominium,3,2,2,1044,Partially Furnished,Selangor,,,
2016,1500,Alam,Service Residence,2,2,2,800,Fully Furnished,Selangor,14,5,yes
,750,Semenyih,Service Residence,3,,2,950,Partially Furnished,Selangor,,,
,1600,Alam,Apartment,3,,2,900,Partially Furnished,Selangor,8,,
2021,2000,Alam,Condominium,2,1,1,635,Not Furnished,Selangor,7,,
,1350,Cheras,Apartment,3,,2,953,Fully Furnished,Selangor,5,3,no
2004,1600,Sunway,Condominium,4,2,2,1300,Not Furnished,Selangor,13,,
,850,Sepang,Condominium,1,1,1,240,Fully Furnished,Selangor,11,3,yes
,900,Cyberjaya,Apartment,3,1,2,450,Fully Furnished,Selangor,10,2,no
2016,950,Semenyih,Condominium,3,,2,990,Partially Furnished,Selangor,11,,
,1700,389,Service Residence,3,2,2,883,Partially Furnished,Selangor,6,2,no
2014,650,Alam,Service Residence,1,1,1,250,Partially Furnished,Selangor,8,2,no
2017,2200,Alam,Service Residence,3,,2,895,Fully Furnished,Selangor,,,
,1000,Dengkil,Apartment,3,1,1,650,Not Furnished,Selangor,1,2,no
2017,1450,Alam,Service Residence,3,,2,896,Partially Furnished,Selangor,,,
,600,Rawang,Apartment,3,,2,750,Fully Furnished,Selangor,2,,
,1150,Kajang,Condominium,3,,3,1022,Partially Furnished,Selangor,9,1,no
2015,1200,Alam,Service Residence,1,,1,486,Fully Furnished,Selangor,,,
2017,1800,Sepang,Condominium,3,1,2,1070,Fully Furnished,Selangor,12,,
,1600,Raja,Apartment,3,,2,900,Partially Furnished,Selangor,4,,
2021,1300,Cyberjaya,Condominium,3,,2,750,Not Furnished,Selangor,4,1,no
2015,1350,Alam,Apartment,3,2,2,950,Partially Furnished,Selangor,6,3,no
2016,150,Kembangan,Service Residence,1,1,1,1000,Not Furnished,Selangor,9,,
2005,1100,Kembangan,Condominium,5,1,3,1200,Not Furnished,Selangor,7,2,yes
,1100,Klang,Condominium,3,,2,900,Not Furnished,Selangor,3,,
,1220,Kembangan,Condominium,3,1,2,1000,Partially Furnished,Selangor,8,2,no
,1200,Puchong,Apartment,3,1,2,800,Partially Furnished,Selangor,5,,
2007,1000,Klang,Apartment,4,,2,900,Not Furnished,Selangor,,,
,1150,Puchong,Apartment,3,1,2,900,Fully Furnished,Selangor,11,5,yes
2007,1000,Klang,Apartment,4,,2,900,Not Furnished,Selangor,,,
,1200,Kajang,Condominium,3,,2,1270,Partially Furnished,Selangor,,,
2006,1550,Jaya,Apartment,3,1,2,745,Partially Furnished,Selangor,,,
,2700,Perdana,Condominium,3,,2,1025,Fully Furnished,Selangor,10,2,no
2021,3600,Jaya,Service Residence,3,,2,850,Fully Furnished,Selangor,10,3,no
2021,4400,Alam,Service Residence,4,,4,1491,Fully Furnished,Selangor,10,3,no
2019,850,Kajang,Condominium,3,,2,860,Not Furnished,Selangor,4,,
2016,1600,Balakong,Service Residence,3,2,2,1044,Fully Furnished,Selangor,6,2,no
,1650,Langat,Service Residence,3,,2,1270,Partially Furnished,Selangor,9,,
,1200,Klang,Condominium,3,1,2,1100,Partially Furnished,Selangor,6,2,no
,1199,Kajang,Service Residence,3,2,2,900,Partially Furnished,Selangor,10,1,no
2021,1000,Jaya,Apartment,3,1,2,852,Partially Furnished,Selangor,6,2,yes
,600,Kajang,Apartment,3,4,1,730,Not Furnished,Selangor,4,1,no
,750,Cheras,Apartment,3,1,2,800,Partially Furnished,Selangor,3,2,no
,1200,Alam,Apartment,3,1,2,811,Partially Furnished,Selangor,3,,
2016,1100,Balakong,Service Residence,1,,1,450,Fully Furnished,Selangor,,,
,700,Cheras,Flat,3,,2,780,Not Furnished,Selangor,,,
2021,1000,Jaya,Apartment,3,,2,850,Partially Furnished,Selangor,7,2,yes
2020,850,Kajang,Condominium,3,,2,900,Not Furnished,Selangor,5,,
,1150,Alam,Apartment,3,1,2,814,Partially Furnished,Selangor,4,,
2008,1600,Selayang,Condominium,3,1,2,1011,Partially Furnished,Selangor,7,1,no
2005,1500,Jaya,Service Residence,4,1,2,1062,Partially Furnished,Selangor,9,4,yes
2022,1300,Kajang,Condominium,2,,1,590,Fully Furnished,Selangor,7,4,yes
,1150,Jaya,Condominium,1,1,1,400,Fully Furnished,Selangor,11,5,yes
,950,Alam,Apartment,3,,2,753,Partially Furnished,Selangor,,1,no
2010,900,Alam,Apartment,3,2,2,736,Partially Furnished,Selangor,3,,
2010,1000,Alam,Apartment,3,2,2,736,Partially Furnished,Selangor,4,,
2021,1400,Cyberjaya,Condominium,3,,2,1010,Partially Furnished,Selangor,,,
,1000,Kajang,Apartment,3,,2,947,Partially Furnished,Selangor,,1,no
,850,Ampang,Apartment,3,2,2,800,Partially Furnished,Selangor,4,3,no
,900,Semenyih,Apartment,3,1,2,800,Partially Furnished,Selangor,10,1,no
,250,Jaya,Apartment,3,,2,805,Fully Furnished,Selangor,2,2,yes
,1800,Klang,Service Residence,3,,2,815,Not Furnished,Selangor,1,,
1999,2800,Kajang,Condominium,3,1,2,1650,Fully Furnished,Selangor,6,,
2017,1500,Bangi,Service Residence,3,2,2,969,Fully Furnished,Selangor,2,,
,1000,Kembangan,Apartment,3,1,2,850,Not Furnished,Selangor,6,,
,950,Klang,Apartment,3,1,2,850,Not Furnished,Selangor,3,,
,1200,Kajang,Condominium,3,2,2,1063,Partially Furnished,Selangor,10,2,yes
2023,689,Dengkil,Service Residence,3,2,2,901,Partially Furnished,Selangor,10,1,no
2017,1300,City,Service Residence,2,1,1,626,Fully Furnished,Selangor,12,5,yes
,950,Alam,Apartment,3,1,2,750,Partially Furnished,Selangor,3,,
,950,Damai,Apartment,3,1,2,800,Not Furnished,Selangor,6,1,no
,1600,Alam,Apartment,3,,2,900,Fully Furnished,Selangor,8,,
2008,2600,Jaya,Condominium,3,2,2,1365,Fully Furnished,Selangor,11,3,no
2015,1250,Cheras,Condominium,3,2,2,1235,Partially Furnished,Selangor,7,,
2005,1600,Jaya,Service Residence,4,1,2,1062,Partially Furnished,Selangor,8,2,no
2015,1050,Jaya,Apartment,1,,1,500,Fully Furnished,Selangor,,,
2015,1400,Kajang,Condominium,3,2,2,1288,Partially Furnished,Selangor,9,2,no
2015,900,Jaya,Apartment,1,,1,500,Partially Furnished,Selangor,,,
,1400,Cheras,Service Residence,1,,1,550,Partially Furnished,Selangor,,,
2018,1500,Selayang,Service Residence,3,2,2,975,Fully Furnished,Selangor,8,3,no
2015,1200,Perdana,Condominium,1,,1,952,Partially Furnished,Selangor,,3,yes
2015,1100,Perdana,Condominium,1,1,1,450,Not Furnished,Selangor,,3,yes
,1200,Utama,Apartment,3,1,2,750,Fully Furnished,Selangor,3,2,no
,2500,Kinrara,Service Residence,2,2,2,861,Fully Furnished,Selangor,8,5,yes
2021,1999,Cheras,Condominium,2,1,2,650,Fully Furnished,Selangor,9,3,no
2018,3800,Klang,Service Residence,3,2,3,1627,Fully Furnished,Selangor,9,5,yes
,1400,City,Service Residence,2,,2,704,Partially Furnished,Selangor,6,3,no
,1300,Cyberjaya,Apartment,3,1,2,950,Fully Furnished,Selangor,10,2,no
2017,1200,Alam,Service Residence,1,1,1,570,Not Furnished,Selangor,6,3,yes
2018,1600,Klang,Service Residence,3,,2,883,Partially Furnished,Selangor,8,3,no
,2000,Sunway,Apartment,4,,2,900,Fully Furnished,Selangor,,,
1997,1500,Cheras,Condominium,3,1,2,1160,Partially Furnished,Selangor,7,3,no
2016,1600,Kajang,Apartment,3,2,2,1080,Partially Furnished,Selangor,7,3,yes
,1000,Jaya,Apartment,3,,2,721,Not Furnished,Selangor,1,,
2017,1300,Alam,Studio,1,,1,468,Fully Furnished,Selangor,9,4,yes
,1300,Puchong,Apartment,3,1,2,1200,Fully Furnished,Selangor,10,5,yes
2017,1700,Alam,Apartment,2,,2,852,Partially Furnished,Selangor,9,3,yes
2001,2000,Jaya,Others,3,1,2,927,Not Furnished,Selangor,4,3,yes
2020,1700,Perdana,Condominium,3,,2,1025,Partially Furnished,Selangor,11,3,yes
,950,Alam,Apartment,3,1,2,867,Not Furnished,Selangor,2,1,no
,1400,City,Service Residence,1,,1,500,Fully Furnished,Selangor,9,4,yes
,900,Bangi,Apartment,3,,2,860,Not Furnished,Selangor,5,2,yes
2007,1500,Puchong,Apartment,3,1,2,1068,Fully Furnished,Selangor,8,3,no
,1100,Alam,Apartment,3,,2,850,Partially Furnished,Selangor,4,1,no
2011,1300,Caves,Condominium,3,1,2,1144,Fully Furnished,Selangor,3,,
,1700,Bangi,Service Residence,3,2,2,1065,Fully Furnished,Selangor,10,2,no
2013,1099,Puchong,Condominium,3,2,2,1076,Partially Furnished,Selangor,14,4,yes
2007,1600,Alam,Apartment,3,1,2,1010,Partially Furnished,Selangor,7,,
2021,902,Cyberjaya,Condominium,3,2,2,1015,Partially Furnished,Selangor,11,2,yes
,2400,Alam,Service Residence,2,,1,516,Fully Furnished,Selangor,,,
2023,690,Dengkil,Condominium,3,2,2,901,Not Furnished,Selangor,9,2,no
,1000,Kajang,Condominium,3,2,2,1011,Partially Furnished,Selangor,8,,
,1300,Puchong,Condominium,3,2,2,970,Partially Furnished,Selangor,6,2,no
,1450,Kemuning,Service Residence,3,,2,896,Partially Furnished,Selangor,,,
,500,Alam,Apartment,3,,2,650,Not Furnished,Selangor,2,,
2019,1000,Kajang,Service Residence,1,1,1,466,Fully Furnished,Selangor,8,2,no
,1100,Kembangan,Condominium,3,1,2,937,Not Furnished,Selangor,9,2,yes
2014,1500,Alam,Service Residence,2,1,1,550,Partially Furnished,Selangor,10,3,no
,1500,Puchong,Condominium,2,2,2,787,Fully Furnished,Selangor,12,3,no
,1400,Puchong,Condominium,3,2,2,970,Partially Furnished,Selangor,12,3,no
,1000,Puchong,Apartment,3,1,2,900,Partially Furnished,Selangor,5,,
2010,1300,Jaya,Condominium,1,,1,500,Partially Furnished,Selangor,3,3,yes
,1700,Glenmarie,Service Residence,1,,1,450,Fully Furnished,Selangor,7,4,no
,800,Klang,Apartment,3,1,2,870,Not Furnished,Selangor,4,,
2006,1200,Kajang,Condominium,4,1,2,1366,Fully Furnished,Selangor,10,3,no
,900,Kembangan,Apartment,3,1,2,850,Fully Furnished,Selangor,5,2,no
2014,900,Kajang,Apartment,3,2,2,850,Partially Furnished,Selangor,7,2,no
2014,1100,Alam,Service Residence,3,1,1,600,Partially Furnished,Selangor,9,2,no
2014,2300,Alam,Service Residence,3,2,2,1200,Fully Furnished,Selangor,7,3,no
,1200,Klang,Apartment,3,,2,850,Not Furnished,Selangor,4,,
2016,2500,Cyberjaya,Condominium,3,2,3,1442,Partially Furnished,Selangor,8,2,no
2021,1400,Cyberjaya,Condominium,3,,2,1010,Partially Furnished,Selangor,,,
,3400,Sunway,Service Residence,3,,2,893,Fully Furnished,Selangor,5,,
2021,1200,Jaya,Apartment,3,1,2,800,Partially Furnished,Selangor,4,3,yes
2015,2000,Puchong,Condominium,3,2,2,1600,Fully Furnished,Selangor,12,3,no
,900,Klang,Apartment,3,,2,850,Not Furnished,Selangor,,,
2017,1450,Alam,Service Residence,3,2,2,896,Partially Furnished,Selangor,,,
,1200,Klang,Apartment,3,,2,850,Not Furnished,Selangor,4,,
2021,2500,360,Condominium,3,2,2,810,Fully Furnished,Selangor,8,4,yes
,950,Kajang,Apartment,3,1,2,953,Not Furnished,Selangor,4,2,yes
2021,3300,Jaya,Service Residence,3,2,2,818,Partially Furnished,Selangor,14,5,yes
,1500,Kajang,Condominium,2,2,1,823,Fully Furnished,Selangor,,5,yes
,1000,Damansara,Apartment,3,1,2,830,Partially Furnished,Selangor,5,1,no
,950,Ampang,Apartment,3,1,2,790,Not Furnished,Selangor,1,1,no
,900,Klang,Apartment,3,,2,850,Not Furnished,Selangor,,,
,1800,Garang,Condominium,3,,2,870,Partially Furnished,Selangor,,,
,1300,Cyberjaya,Service Residence,3,1,2,950,Partially Furnished,Selangor,6,3,no
2019,1100,Kajang,Condominium,3,2,2,1023,Partially Furnished,Selangor,6,,
2008,1400,Ampang,Condominium,3,,2,1031,Fully Furnished,Selangor,10,,
,1300,Bangi,Service Residence,3,2,2,1017,Fully Furnished,Selangor,14,3,no
,1100,Semenyih,Condominium,3,1,2,823,Partially Furnished,Selangor,,,
,1599,Puchong,Condominium,3,2,2,1098,Fully Furnished,Selangor,8,3,no
1997,1300,Jaya,Apartment,3,1,2,979,Partially Furnished,Selangor,7,3,yes
,1700,Bangi,Service Residence,3,2,2,1065,Fully Furnished,Selangor,14,4,yes
2020,1700,Langat,Condominium,3,,2,870,Partially Furnished,Selangor,9,1,no
,1200,Kajang,Condominium,3,2,2,1270,Fully Furnished,Selangor,14,4,yes
,900,Alam,Studio,1,1,1,486,Partially Furnished,Selangor,6,1,no
2020,2250,Alam,Condominium,3,2,2,875,Fully Furnished,Selangor,14,,
2020,2200,Alam,Condominium,2,2,2,985,Partially Furnished,Selangor,12,,
,1300,Jaya,Service Residence,1,1,1,301,Partially Furnished,Selangor,2,3,yes
2021,1700,360,Condominium,3,2,2,810,Partially Furnished,Selangor,8,1,no
,1400,Damansara,Condominium,1,1,1,571,Partially Furnished,Selangor,12,4,yes
,750,Alam,Apartment,3,1,2,720,Partially Furnished,Selangor,5,1,no
2017,1200,Bangi,Service Residence,3,2,2,960,Partially Furnished,Selangor,8,3,no
,1450,Kajang,Condominium,3,2,3,1082,Partially Furnished,Selangor,12,,
,850,389,Apartment,3,1,2,800,Partially Furnished,Selangor,5,2,no
,2800,Jaya,Service Residence,2,2,3,1229,Fully Furnished,Selangor,8,2,no
2018,2000,Alam,Condominium,3,2,2,1119,Partially Furnished,Selangor,,,
2017,3000,Puchong,Condominium,4,,5,2415,Fully Furnished,Selangor,,,
,1500,Jaya,Apartment,3,2,2,1000,Partially Furnished,Selangor,7,2,no
2016,2200,Cheras,Condominium,3,1,2,1280,Fully Furnished,Selangor,11,4,yes
2020,850,Ampang,Service Residence,1,1,1,200,Fully Furnished,Selangor,10,4,yes
,2000,Alam,Condominium,3,2,2,1365,Fully Furnished,Selangor,,,
,1600,Alam,Apartment,3,,2,900,Fully Furnished,Selangor,8,,
2018,2000,Alam,Service Residence,2,2,2,800,Fully Furnished,Selangor,,,
,900,Rawang,Apartment,3,1,2,850,Partially Furnished,Selangor,4,1,no
,350,Alam,Apartment,3,1,2,1045,Partially Furnished,Selangor,2,,
,1400,Alam,Service Residence,1,,1,500,Fully Furnished,Selangor,,,
2010,1600,Damansara,Apartment,3,2,2,945,Partially Furnished,Selangor,7,,
,1700,Alam,Condominium,3,2,2,1365,Partially Furnished,Selangor,,,
,2000,Alam,Condominium,3,2,2,1365,Fully Furnished,Selangor,,,
2015,1300,Kajang,Condominium,3,2,2,1288,Partially Furnished,Selangor,7,,
2023,1300,Dengkil,Service Residence,3,2,2,901,Partially Furnished,Selangor,7,2,no
2016,1200,Balakong,Service Residence,1,1,1,484,Fully Furnished,Selangor,,,
,900,Bangi,Apartment,3,1,2,750,Partially Furnished,Selangor,4,,
1987,1350,Ampang,Condominium,3,,2,1450,Not Furnished,Selangor,4,1,no
2015,3200,Damansara,Service Residence,3,2,2,1400,Fully Furnished,Selangor,3,3,no
,700,Subang,Apartment,3,,2,650,Not Furnished,Selangor,,,
,1000,Damansara,Apartment,3,,2,780,Partially Furnished,Selangor,5,1,no
2020,1200,Alam,Service Residence,1,1,1,350,Fully Furnished,Selangor,12,,
,2300,City,Condominium,1,,2,760,Fully Furnished,Selangor,,,
2017,1600,Alam,Condominium,1,1,1,466,Fully Furnished,Selangor,,,
2021,1400,Cyberjaya,Condominium,3,,2,1010,Partially Furnished,Selangor,,,
2021,1650,Cyberjaya,Condominium,3,,2,1010,Fully Furnished,Selangor,,,
2010,950,Cheras,Apartment,3,1,2,850,Partially Furnished,Selangor,2,,
,2000,Alam,Condominium,3,2,2,1080,Partially Furnished,Selangor,3,,
,1100,Puchong,Apartment,3,,2,1000,Partially Furnished,Selangor,,,
,950,Kembangan,Apartment,3,,2,850,Partially Furnished,Selangor,5,,
2018,1900,Alam,Condominium,2,2,2,883,Partially Furnished,Selangor,,,
2016,1800,Alam,Condominium,2,1,2,1096,Partially Furnished,Selangor,,,
,900,Jaya,Flat,3,,2,650,Not Furnished,Selangor,,,
,2300,Alam,Condominium,2,,1,605,Fully Furnished,Selangor,8,,
2017,550,360,Condominium,1,1,1,200,Fully Furnished,Selangor,6,3,no
,900,Kembangan,Apartment,3,1,2,900,Partially Furnished,Selangor,6,2,yes
,1500,Kajang,Condominium,3,2,2,1034,Fully Furnished,Selangor,11,,
,1500,Damansara,Service Residence,2,1,2,864,Partially Furnished,Selangor,7,2,no
2020,3500,Ampang,Service Residence,3,2,2,888,Fully Furnished,Selangor,13,3,no
2021,2500,Cheras,Condominium,3,2,2,850,Fully Furnished,Selangor,10,5,yes
2021,2000,Puchong,Service Residence,2,2,2,883,Fully Furnished,Selangor,13,4,yes
,1100,Puchong,Apartment,3,,2,850,Partially Furnished,Selangor,6,5,yes
2017,1700,Jaya,Condominium,1,1,1,600,Fully Furnished,Selangor,6,,
2018,1800,Kembangan,Condominium,3,2,2,978,Fully Furnished,Selangor,10,,
,2100,Alam,Townhouse Condo,3,2,2,1014,Not Furnished,Selangor,14,,
,1350,Alam,Apartment,3,2,2,700,Fully Furnished,Selangor,5,,
,1600,Klang,Condominium,3,2,2,867,Partially Furnished,Selangor,1,,
2019,800,Semenyih,Apartment,3,2,2,900,Partially Furnished,Selangor,14,,
,1600,Ampang,Condominium,3,1,2,1250,Partially Furnished,Selangor,,4,no
,1300,Alam,Apartment,3,,2,750,Partially Furnished,Selangor,5,3,no
,1450,Ampang,Condominium,3,1,2,986,Not Furnished,Selangor,11,4,no
,1200,Cheras,Apartment,3,1,2,1017,Partially Furnished,Selangor,5,1,no
,950,Kembangan,Apartment,3,1,2,650,Not Furnished,Selangor,4,1,no
2020,1600,Langat,Condominium,3,2,2,870,Partially Furnished,Selangor,9,2,no
1995,1700,Alam,Condominium,2,1,2,1033,Fully Furnished,Selangor,10,3,no
,900,Klang,Apartment,3,1,2,750,Not Furnished,Selangor,3,,
1999,1200,Sunway,Condominium,3,1,2,1192,Not Furnished,Selangor,7,1,no
,700,Ampang,Apartment,3,2,1,615,Partially Furnished,Selangor,2,2,no
,800,Ampang,Apartment,2,2,2,750,Not Furnished,Selangor,2,1,no
2010,1200,Cheras,Apartment,3,,2,890,Partially Furnished,Selangor,5,2,yes
,1100,Kembangan,Apartment,3,,2,800,Not Furnished,Selangor,3,,
2014,750,Semenyih,Apartment,3,2,2,800,Not Furnished,Selangor,7,,
2014,1100,Alam,Condominium,1,,1,250,Fully Furnished,Selangor,6,,
2014,1200,Alam,Apartment,3,2,2,813,Partially Furnished,Selangor,,,
,2000,Alam,Condominium,3,2,2,1080,Partially Furnished,Selangor,3,,
,900,Selayang,Flat,3,,2,646,Not Furnished,Selangor,2,,
2008,1300,Kembangan,Condominium,4,,2,1268,Partially Furnished,Selangor,8,2,no
2014,450000,Gombak,Service Residence,3,2,2,1001,Partially Furnished,Selangor,1,1,no
2017,1300,Ampang,Condominium,1,1,1,550,Partially Furnished,Selangor,9,1,no
,900,Kinrara,Apartment,3,1,1,750,Partially Furnished,Selangor,2,2,no
,750,Puchong,Others,3,,2,750,Not Furnished,Selangor,2,1,no
,700,Puchong,Apartment,3,1,2,700,Not Furnished,Selangor,3,2,yes
2010,699,Cheras,Apartment,3,1,2,900,Not Furnished,Selangor,5,,
,780,Puchong,Apartment,3,1,2,800,Not Furnished,Selangor,2,1,no
,1300,Ampang,Apartment,3,1,2,1076,Not Furnished,Selangor,4,,
,1000,Ampang,Apartment,2,,2,880,Partially Furnished,Selangor,,,
2015,1100,Cyberjaya,Condominium,1,,1,450,Fully Furnished,Selangor,6,3,no
,1100,Serdang,Condominium,3,1,2,937,Not Furnished,Selangor,8,1,no
2017,2500,Cheras,Condominium,4,,5,1557,Partially Furnished,Selangor,11,3,no
,1450,Jaya,Apartment,3,1,1,800,Partially Furnished,Selangor,2,2,yes
,500,Alam,Flat,3,,2,700,Not Furnished,Selangor,,,
2013,1800,Jaya,Condominium,3,,2,1550,Fully Furnished,Selangor,11,4,yes
2020,1700,Perdana,Condominium,3,2,2,1025,Not Furnished,Selangor,14,1,no
2020,1200,Langat,Condominium,3,2,2,870,Not Furnished,Selangor,9,,
,600,Kajang,Apartment,3,,2,650,Not Furnished,Selangor,2,,
2018,1800,Alam,Condominium,3,2,2,1119,Fully Furnished,Selangor,,,
,650,Caves,Flat,3,,1,600,Not Furnished,Selangor,6,5,yes
,1800,Alam,Apartment,3,2,2,920,Fully Furnished,Selangor,14,5,yes
2013,1300,Perdana,Duplex,1,,2,700,Fully Furnished,Selangor,3,2,no
,1600,Klang,Condominium,3,2,2,867,Partially Furnished,Selangor,1,,
,1500,Rawang,Apartment,3,2,2,1000,Partially Furnished,Selangor,3,,
2003,850,Ampang,Apartment,3,,2,850,Not Furnished,Selangor,3,1,no
,2000,Alam,Condominium,3,2,2,1365,Fully Furnished,Selangor,,,
,750,Alam,Apartment,3,1,2,760,Not Furnished,Selangor,4,2,no
,1000,Perdana,Apartment,3,,2,850,Not Furnished,Selangor,5,1,no
,1400,Jaya,Service Residence,1,,1,301,Fully Furnished,Selangor,,4,yes
2018,1500,Kembangan,Service Residence,3,2,2,996,Partially Furnished,Selangor,11,5,yes
2015,1250,Alam,Apartment,3,2,2,950,Partially Furnished,Selangor,,1,no
,350,Alam,Service Residence,5,,1,900,Partially Furnished,Selangor,2,,
